Timestamp,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Yaw,Pitch,Roll
09:57:18.554630,0.82313097,4.776074,8.422736,0.0056503373,-0.009773556,0.004275931,30.675076241822605,-29.438508058632234,-5.581635285489474
09:57:18.565179,0.849452,4.790431,8.422736,-0.0022906773,-0.016492875,0.0022906773,30.37720486192918,-29.504627704892542,-5.758936751059251
09:57:18.574964,0.86919284,4.8041897,8.423334,-0.009162709,-0.021379653,3.0542363E-4,29.835929445678595,-29.56756448299962,-5.89142491859775
09:57:18.586161,0.8279166,4.807181,8.444271,-0.010231691,-0.01343864,-0.0015271181,29.70412045507569,-29.534438065525062,-5.5996546051804374
09:57:18.595043,0.78424764,4.7934217,8.493922,-0.010842538,-0.007941014,9.162709E-4,30.166462790183022,-29.33360659826459,-5.275189029979921
09:57:18.604641,0.80817586,4.7982078,8.498708,-0.009009997,-0.012216945,0.00335966,30.86964784070876,-29.33795742876589,-5.432148484654106
09:57:18.615136,0.8344969,4.7784667,8.4705925,-0.007941014,-0.010842538,0.0045813546,30.67060929810542,-29.310134653181844,-5.626449437294397
09:57:18.625014,0.87338024,4.7832522,8.466405,-0.0071774554,-0.0029015245,0.0051922016,29.993799023059683,-29.33538586254338,-5.889704137813729
09:57:18.636341,0.8925229,4.792824,8.461619,-0.005955761,0.002443389,0.0021379655,30.3350625947502,-29.392315489275436,-6.021234798207957
09:57:18.649050,0.8781659,4.7952166,8.468798,-0.0027488125,0.010384403,-0.0013744063,30.59773117966138,-29.3882925078543,-5.920086526789238
09:57:18.658684,0.8709874,4.792824,8.468798,-0.0070247436,0.0029015245,-0.006413896,31.036557173456362,-29.378187242977265,-5.872033157770438
09:57:18.667159,0.86081797,4.790431,8.480762,-0.011300675,-0.006872032,-0.01007898,30.795495891984515,-29.334730164383057,-5.795811234840857
09:57:18.676827,0.86081797,4.790431,8.480762,-0.011911522,-0.009315421,-0.011300675,30.382665598170604,-29.334730164383057,-5.795811234840857
09:57:18.687732,0.81834537,4.8215375,8.469994,-0.011911522,-0.0025961008,-0.008246438,30.896432427538965,-29.536357348681836,-5.518616971999175
09:57:18.696229,0.8153543,4.802395,8.479566,-0.008857286,0.004123219,-0.006413896,31.025215644339553,-29.41208547182804,-5.492401425304196
09:57:18.705594,0.8327023,4.807181,8.451449,-0.005803049,0.009773556,-0.0051922016,30.716822358029724,-29.5124038752626,-5.627062446772406
09:57:18.716650,0.8805587,4.7778687,8.423334,-0.0070247436,0.016492875,-0.0051922016,30.34893812404908,-29.429259982496035,-5.967911084470845
09:57:18.726228,0.89431745,4.759324,8.4502535,-0.013744064,0.018783553,-0.009009997,30.29873623364949,-29.252699592451204,-6.041307443518156
09:57:18.736381,0.86261255,4.7718863,8.52144,-0.016645588,0.01267508,-0.0151184695,30.081225444435848,-29.12387197942101,-5.780275969573663
09:57:18.747565,0.8578269,4.764708,8.5525465,-0.016645588,0.00335966,-0.018019995,30.515065400136717,-29.00085344227991,-5.727654057773769
09:57:18.757540,0.8500503,4.7653065,8.586046,-0.011147963,3.0542363E-4,-0.019852536,30.50096788968981,-28.912122454772273,-5.654068587863813
09:57:18.767921,0.8500503,4.782056,8.599805,-0.0018325418,-0.0035123718,-0.021532366,30.169181205472686,-28.958779476992632,-5.645081339576546
09:57:18.776970,0.8356933,4.788636,8.554341,0.004275931,-0.0047340663,-0.023975754,31.066111401995006,-29.123834413380575,-5.579651115535586
09:57:18.787821,0.8129615,4.7934217,8.505886,0.007941014,0.0013744063,-0.021379653,31.316127061468737,-29.291785349976603,-5.459537543225857
09:57:18.798220,0.7962117,4.790431,8.462815,0.01099525,0.012369657,-0.018325418,31.039282418935194,-29.404200018431258,-5.374768919210475
09:57:18.808090,0.8135597,4.7976093,8.425129,0.01099525,0.014813046,-0.016492875,30.405116429972438,-29.54473799079344,-5.5155783915921655
09:57:18.820523,0.8333005,4.78744,8.408379,0.004275931,0.014965758,-0.017256435,30.674454694608134,-29.535448933522222,-5.659736364214455
09:57:18.830082,0.74835527,4.8101716,8.505288,0.0,0.018630842,-0.016645588,31.35306813959475,-29.395785225373803,-5.02833788252602
09:57:18.839386,0.74835527,4.8101716,8.505288,0.0018325418,0.016798299,-0.012980504,31.302924305803103,-29.395785225373803,-5.02833788252602
09:57:18.849830,0.6975078,4.8442693,8.5423765,0.0010689828,0.008399149,-0.0062611843,31.08844270548636,-29.47538424996113,-4.667997592483657
09:57:18.858873,0.71665037,4.8418765,8.542975,0.0027488125,0.004275931,-1.5271181E-4,30.879616501802392,-29.457031531661308,-4.795182545018465
09:57:18.868630,0.71665037,4.8418765,8.542975,0.004428643,-6.1084726E-4,0.004123219,30.99470860441169,-29.457031531661308,-4.795182545018465
09:57:18.877798,0.7292127,4.8364925,8.483154,0.0062611843,-0.00671932,0.009162709,31.23161713086817,-29.598057862549144,-4.913073317640178
09:57:18.888374,0.7704889,4.8119664,8.452646,0.0030542363,-0.006566608,0.0132859275,31.10133468754476,-29.55040704780455,-5.208321478005495
09:57:18.899425,0.79441714,4.800002,8.465208,-6.1084726E-4,-0.0047340663,0.0151184695,30.648486315383746,-29.446752096960438,-5.361218677670816
09:57:18.908838,0.8279166,4.802395,8.458628,-0.0018325418,-0.005803049,0.016340164,30.443833357282653,-29.46865651362867,-5.590210587992425
09:57:18.920406,0.8560323,4.7856455,8.480762,-0.005497625,-0.003970507,0.0151184695,30.516107003985145,-29.31166120046134,-5.763807529711116
09:57:18.929513,0.8530413,4.7742796,8.509476,-0.004886778,-0.0010689828,0.011453386,31.49201467788032,-29.172721492364943,-5.7245505905696445
09:57:18.940451,0.8362915,4.779065,8.537591,-0.0010689828,1.5271181E-4,0.009620844,31.835883966739196,-29.122229318925623,-5.594505496319894
09:57:18.950587,0.8386843,4.7766724,8.530413,0.004428643,-0.0012216945,0.0077883024,31.095457309763965,-29.12965714964801,-5.615101504875245
09:57:18.960461,0.8602197,4.7742796,8.523832,0.008704574,-0.0012216945,0.007330167,30.93533376995677,-29.130002074201098,-5.762742447087417
09:57:18.970344,0.87218386,4.7712884,8.514261,0.008246438,-0.004275931,0.0030542363,30.83521344200814,-29.138375886123534,-5.848863448558461
09:57:18.981599,0.84406817,4.790431,8.492127,0.008857286,-0.006872032,-0.0,30.838368989404685,-29.3070918039066,-5.6762244408708655
09:57:18.990913,0.81595254,4.800002,8.4604225,0.008246438,-0.0056503373,-0.0012216945,29.830779483044406,-29.454613644695122,-5.508766558555547
09:57:19.002036,0.8111669,4.802395,8.436495,0.006413896,-0.0,0.0018325418,29.492288968156913,-29.537081348733857,-5.492092359244253
09:57:19.012077,0.8039884,4.7952166,8.4604225,0.005803049,0.007330167,0.00167983,30.537745043275745,-29.433436643173497,-5.428478965522516
09:57:19.024435,0.8009974,4.7838507,8.491529,0.006413896,0.005497625,0.004123219,30.457681565824856,-29.287089594922218,-5.388707627759179
09:57:19.033213,0.8488538,4.7832522,8.5016985,0.006413896,0.004886778,0.0035123718,30.241810022012018,-29.241825931292546,-5.701811610162203
09:57:19.043603,0.8560323,4.7976093,8.513663,0.005803049,0.0035123718,-1.5271181E-4,30.18688505580136,-29.278985575472,-5.741681985668506
09:57:19.052079,0.8321041,4.800002,8.506484,0.0071774554,4.5813544E-4,-0.004886778,30.650176787203325,-29.318358200942537,-5.586897519358146
09:57:19.061329,0.8009974,4.8215375,8.501101,0.008246438,-0.0025961008,-0.0036650836,30.990747094693084,-29.451908889783798,-5.382676570722057
09:57:19.070694,0.7848458,4.843073,8.478967,0.01007898,-0.003206948,-6.1084726E-4,30.763540851952612,-29.629285487434444,-5.288448134706208
09:57:19.083380,0.7848458,4.843073,8.440681,0.012522369,0.00167983,0.004275931,30.142133656359437,-29.739890155759046,-5.312299155287892
09:57:19.091049,0.79501534,4.8358946,8.422137,0.012522369,0.007941014,0.009773556,30.67356335492145,-29.754325760569866,-5.3925086280322905
09:57:19.101287,0.82612205,4.8065825,8.41795,0.0038177953,0.0061084726,0.008399149,30.867783199065347,-29.607927485899815,-5.604953978202722
09:57:19.112452,0.81595254,4.7880383,8.458628,-0.0053449133,-0.005497625,0.0053449133,30.779281022894907,-29.398578772744337,-5.509928117601272
09:57:19.122662,0.7968099,4.814359,8.455637,-0.0047340663,-0.007330167,0.0053449133,31.02699149352376,-29.546971462652035,-5.383323304259093
09:57:19.133082,0.8039884,4.8191447,8.431708,-0.0053449133,-0.0010689828,0.008246438,31.086328761938244,-29.63855405413815,-5.44685473571079
09:57:19.142375,0.82731843,4.802395,8.4682,-0.006566608,0.006872032,0.008246438,30.57514374407615,-29.441346002232372,-5.579922615555094
09:57:19.153431,0.81236327,4.795815,8.517851,-0.008399149,0.00503949,0.008857286,29.75484827004137,-29.270099499361812,-5.447927075410481
09:57:19.164454,0.8315059,4.7934217,8.539984,-0.005497625,1.5271181E-4,0.01007898,29.87632318443005,-29.18990283322211,-5.561144291092613
09:57:19.173089,0.8650054,4.781458,8.545368,-0.004123219,-0.0022906773,0.008399149,30.918022655505375,-29.104388864813547,-5.780080028521848
09:57:19.182778,0.84825563,4.7838507,8.562118,1.5271181E-4,-0.0018325418,0.0035123718,31.51471481158686,-29.074100390939126,-5.657875137665626
09:57:19.194556,0.8147561,4.8029933,8.5322075,0.0051922016,-0.002443389,0.00167983,30.99689084985151,-29.265219329199837,-5.4547389084471005
09:57:19.205174,0.82731843,4.807181,8.505886,0.008857286,-0.008551862,0.002443389,30.544107364487612,-29.357963052844855,-5.555354851997381
09:57:19.217164,0.8279166,4.802395,8.439486,0.0076355906,-0.011147963,0.0018325418,30.475050736884196,-29.523759064757748,-5.60280972569016
09:57:19.224118,0.8279166,4.802395,8.439486,0.0076355906,-0.011147963,0.0018325418,30.2411987200813,-29.523759064757748,-5.60280972569016
09:57:19.234542,0.8141579,4.811368,8.386245,-4.5813544E-4,-0.0036650836,0.00167983,30.252642702035658,-29.727954400184448,-5.545042547011131
09:57:19.243677,0.8237292,4.801797,8.396415,-0.0053449133,0.002443389,0.00335966,29.79048136694133,-29.64654879056165,-5.603065430897213
09:57:19.253782,0.83748794,4.802395,8.451449,-0.009620844,0.008093726,0.0027488125,29.764837421702516,-29.48658576019995,-5.659192937288616
09:57:19.265682,0.83389866,4.7934217,8.513663,-0.010842538,0.007330167,9.162709E-4,30.79525342026898,-29.26389085740627,-5.5941785010133795
09:57:19.273742,0.81954175,4.791029,8.525627,-0.010842538,0.0030542363,-3.0542363E-4,31.031062286269087,-29.22167687324101,-5.490792488867836
09:57:19.285681,0.84347,4.7838507,8.5525465,-0.010231691,-0.0018325418,-0.0021379655,30.70977360280627,-29.102394449575904,-5.632415607534404
09:57:19.294861,0.8859426,4.7766724,8.569296,-0.006413896,-0.0056503373,-0.003970507,30.896125069026315,-29.00669325402027,-5.902593131664367
09:57:19.304018,0.87936234,4.791029,8.531011,3.0542363E-4,-0.009926268,-0.009315421,30.518862985315245,-29.189540833196098,-5.885168465318018
09:57:19.314940,0.8632108,4.807181,8.472985,0.0045813546,-0.008857286,-0.008551862,30.55833464852875,-29.441783134339254,-5.817109045333426
09:57:19.325197,0.88295156,4.8137608,8.430512,0.0053449133,-0.00503949,-0.007941014,31.243952452509212,-29.59166139039143,-5.978952512150994
09:57:19.335096,0.89072824,4.8065825,8.413763,0.0035123718,-9.162709E-4,-0.01175881,30.724120415157884,-29.60097435332474,-6.043143910631243
09:57:19.345181,0.8428718,4.801797,8.403593,0.0022906773,0.0045813546,-0.016034741,30.809381666567152,-29.620197920743742,-5.727553739370334
09:57:19.355311,0.8285148,4.808975,8.394022,-0.0019852535,0.011300675,-0.013591352,30.79453625040613,-29.688947189834504,-5.637004640883006
09:57:19.365192,0.8207382,4.8119664,8.42453,-0.0062611843,0.017561859,-0.010689827,30.147495354857895,-29.61795761869598,-5.5643348432086555
09:57:19.375637,0.80817586,4.795815,8.484351,-0.009315421,0.020005248,-0.011911522,30.61351574683328,-29.36676375159042,-5.441284716442644
09:57:19.387476,0.75972116,4.8083773,8.550752,-0.009315421,0.016340164,-0.011911522,30.733918321522264,-29.254383234081615,-5.077309911988189
09:57:19.395752,0.718445,4.8251266,8.590832,-0.01007898,0.009009997,-0.0076355906,30.654787164893083,-29.236006610119695,-4.78048013594319
09:57:19.406962,0.70648086,4.813163,8.595019,-0.0071774554,-0.004886778,-0.0038177953,31.019826625084413,-29.16641722776102,-4.698951582915332
09:57:19.415375,0.70648086,4.8137608,8.595019,-0.0071774554,-0.004886778,-0.0038177953,30.95031920499578,-29.169449831752505,-4.698951156028509
09:57:19.425114,0.70648086,4.8137608,8.595019,-0.0071774554,-0.004886778,-0.0038177953,30.89739889930652,-29.169449831752505,-4.698951156028509
09:57:19.435284,0.70648086,4.8137608,8.595019,-0.0071774554,-0.004886778,-0.0038177953,31.16246146552179,-29.169449831752505,-4.698951156028509
09:57:19.446671,0.86560357,4.7832522,8.492725,-0.0071774554,-0.004886778,-0.0038177953,30.292189497330032,-29.262555555423535,-5.81965798655431
09:57:19.456220,0.8895318,4.7784667,8.478369,0.0025961008,-0.007330167,0.0071774554,30.339737859237076,-29.271947065532302,-5.9894347180928476
09:57:19.466567,0.89431745,4.7688956,8.483752,0.0038177953,-0.002443389,0.004886778,30.308947366458657,-29.206220155149268,-6.017628885213014
09:57:19.476753,0.87996054,4.7688956,8.48794,0.0027488125,-0.0012216945,-0.0013744063,29.7323154759695,-29.19858058856261,-5.918816111603617
09:57:19.487327,0.8751749,4.7688956,8.48794,3.0542363E-4,-0.0025961008,-0.00503949,29.98686638105212,-29.199984192437046,-5.886852960722073
09:57:19.497247,0.86560357,4.7832522,8.478369,-0.0021379655,-0.0038177953,-0.009926268,30.419227600797683,-29.30348204893025,-5.829444793861292
09:57:19.507684,0.82731843,4.7832522,8.477771,-7.635591E-4,-0.0027488125,-0.012369657,30.311553083627018,-29.316111068705602,-5.573662747180777
09:57:19.518643,0.779462,4.831707,8.4813595,4.5813544E-4,-3.0542363E-4,-0.012369657,29.87850542986987,-29.566010614963446,-5.2509013041781785
09:57:19.528062,0.74596244,4.8412786,8.514261,0.003970507,0.0022906773,-0.0062611843,30.701556885234744,-29.52887829154067,-5.007086175810349
09:57:19.538052,0.74536425,4.8562336,8.533403,0.006413896,0.002443389,-0.0,31.131759765202585,-29.550055293062297,-4.991924863400213
09:57:19.548475,0.7316055,4.846662,8.523832,0.01007898,-0.002443389,0.004886778,30.572835140136686,-29.532351442733624,-4.905707385507142
09:57:19.558588,0.72741807,4.8508496,8.47119,0.009926268,-0.005955761,0.01099525,30.435886432183345,-29.70602949294871,-4.907928904534689
09:57:19.568176,0.7710871,4.8358946,8.414361,0.004886778,-0.010842538,0.015882028,30.52537557068885,-29.783415536244952,-5.235927821970217
09:57:19.579225,0.84825563,4.78744,8.3581295,-0.011147963,-0.013133216,0.016798299,30.449919055833135,-29.677134377664967,-5.795032166388652
09:57:19.588877,0.87637126,4.768297,8.387442,-0.020921519,-0.009468133,0.012980504,29.734535287449756,-29.484956760082905,-5.964969407372685
09:57:19.598162,0.90448695,4.749753,8.455039,-0.025808297,-0.005803049,0.009315421,29.708819625224656,-29.186801927338923,-6.1060563561894075
09:57:19.607856,0.9128618,4.7401814,8.527422,-0.02687728,-0.0045813546,0.0056503373,30.366498540405185,-28.93018147493779,-6.110252226773911
09:57:19.618417,0.92662054,4.7216372,8.584849,-0.0219905,-0.0022906773,7.635591E-4,30.586136933545284,-28.670736739314854,-6.16046863132549
09:57:19.627967,0.9164511,4.7359943,8.623135,-0.014507622,-0.002443389,-0.006413896,30.649107862598218,-28.640890520189192,-6.066519379291965
09:57:19.638340,0.89730847,4.750351,8.617751,-0.005803049,-0.006413896,-0.013591352,31.102512895176588,-28.73439751747396,-5.944403707781777
09:57:19.650522,0.88354975,4.7742796,8.583653,0.0029015245,-0.006413896,-0.014813046,31.64690970787787,-28.954995552192443,-5.8769854718055194
09:57:19.658850,0.85064846,4.779065,8.563912,0.011606098,-0.00167983,-0.015882028,31.067760892679566,-29.04403389821273,-5.672549799097399
09:57:19.669464,0.81236327,4.8029933,8.525029,0.017714571,-4.5813544E-4,-0.015729317,30.63157135190421,-29.28624948165431,-5.443367497252675
09:57:19.681218,0.80877405,4.807181,8.467601,0.02015796,-0.004123219,-0.0132859275,30.616753256499866,-29.47264192900937,-5.455995236367559
09:57:19.690528,0.799801,4.8215375,8.429316,0.017714571,-0.003970507,-0.012064233,29.61404392030156,-29.65886703672977,-5.42018412766236
09:57:19.699864,0.78065836,4.8358946,8.414361,0.010231691,-0.0027488125,-0.01099525,30.102293162930753,-29.780847385117028,-5.30055122991547
09:57:19.710323,0.76630145,4.8358946,8.409575,0.0027488125,-0.0062611843,-0.008704574,30.612494633552362,-29.798629782621155,-5.206555447218224
09:57:19.720390,0.7615158,4.84068,8.418549,-0.0021379655,-0.0062611843,-0.00503949,30.823386969460262,-29.79819606560886,-5.168731567141986
09:57:19.731854,0.76630145,4.8358946,8.433503,-0.005955761,-0.002443389,-1.5271181E-4,31.00460554851904,-29.729050645546234,-5.191863710313527
09:57:19.741332,0.79920274,4.8119664,8.467601,-0.0071774554,-0.0022906773,0.005803049,30.93391992079858,-29.499679232838865,-5.3918098143028335
09:57:19.751432,0.8177471,4.802395,8.496315,-0.0071774554,-0.0010689828,0.0070247436,31.070718364590178,-29.363529657018418,-5.497628654453372
09:57:19.761872,0.8177471,4.7976093,8.496315,-0.0061084726,-0.005955761,0.0071774554,31.45927075099928,-29.339121976019378,-5.497627800679726
09:57:19.771447,0.86560357,4.76411,8.5118685,-0.005955761,-0.0047340663,0.005955761,31.031851173118223,-29.11037894071565,-5.80665928279013
09:57:19.780435,0.87996054,4.7545385,8.492725,-0.0047340663,-0.0036650836,0.0022906773,30.719441735576424,-29.111488846455778,-5.915503896742983
09:57:19.791427,0.8662018,4.7449675,8.454441,-0.005955761,-0.002443389,-1.5271181E-4,30.195040301670353,-29.175364775573737,-5.849841446270243
09:57:19.800678,0.8560323,4.7449675,8.464012,-0.008399149,0.0012216945,-0.0027488125,30.59182306602932,-29.15101515118264,-5.775136679110052
09:57:19.810907,0.86081797,4.759324,8.507083,-0.010689827,-0.0,-0.006413896,31.002040812485703,-29.100837166445142,-5.778000662806402
09:57:19.821115,0.8315059,4.779065,8.530413,-0.010689827,-0.0038177953,-0.008857286,31.214948054198754,-29.143850282743298,-5.567343968424869
09:57:19.832189,0.79800636,4.788636,8.539386,-0.008246438,-0.0038177953,-0.008857286,31.416988464942317,-29.176276605827933,-5.3387904708706095
09:57:19.842417,0.7932207,4.7982078,8.558528,-9.162709E-4,0.0010689828,-0.0062611843,31.07362461008202,-29.172096530055885,-5.295154953584337
09:57:19.851871,0.79800636,4.8029933,8.5681,0.003970507,-1.5271181E-4,-0.0025961008,30.021652534494997,-29.168124775053524,-5.321001243177312
09:57:19.862303,0.8033902,4.807779,8.525029,0.0076355906,-0.007482879,-0.0012216945,30.277566062317035,-29.313020408106173,-5.383596938712716
09:57:19.873224,0.8135597,4.816752,8.453244,0.0076355906,-0.012369657,-0.0012216945,31.03822715470843,-29.56148561463831,-5.497346482263286
09:57:19.882677,0.80937225,4.816752,8.429316,0.0038177953,-0.009773556,0.0010689828,31.54322743627708,-29.631761431008574,-5.484654283238109
09:57:19.892838,0.8141579,4.8209395,8.400602,-0.0010689828,-0.008551862,0.0022906773,30.909146824678942,-29.735177325231735,-5.535624143032507
09:57:19.903501,0.81954175,4.8065825,8.381459,-0.007330167,-0.009620844,0.0045813546,30.25854398547855,-29.715823984218506,-5.584646545139804
09:57:19.915776,0.8380861,4.7970114,8.396415,-0.01343864,-0.0022906773,0.005803049,30.69383194128346,-29.61787224133135,-5.700084852962659
09:57:19.923868,0.85184485,4.7832522,8.463413,-0.018325418,0.0038177953,0.0056503373,31.04407379663796,-29.350227863609817,-5.747479535613377
09:57:19.933903,0.8602197,4.7934217,8.525627,-0.017103724,0.0038177953,0.004428643,31.395872935123222,-29.222499911035992,-5.761537772472556
09:57:19.944476,0.8554341,4.779065,8.559127,-0.010842538,-0.005955761,0.00335966,31.15906344640971,-29.05615406889492,-5.707421329904899
09:57:19.953950,0.8554341,4.7694936,8.540583,-0.0071774554,-0.007330167,9.162709E-4,30.704599734509987,-29.05962722008787,-5.7197318921102
09:57:19.962835,0.8554341,4.779065,8.525627,-0.0047340663,-0.007330167,-0.0013744063,30.486392266001005,-29.150697547386237,-5.729698418769718
09:57:19.973516,0.84167534,4.7784667,8.496913,-0.0022906773,-0.009773556,-0.0025961008,30.72542839638394,-29.233028647641568,-5.657070456004034
09:57:19.983361,0.8422736,4.7832522,8.458628,-0.0022906773,-0.009773556,-0.0013744063,31.208978468864164,-29.366681789320378,-5.68652095104466
09:57:19.992985,0.8422736,4.7832522,8.4682,-0.0022906773,-0.004886778,-0.0013744063,31.202377091031344,-29.33926882508653,-5.680135151057521
09:57:20.004987,0.8321041,4.7832522,8.487342,-9.162709E-4,-0.0,-0.0013744063,30.710965470816436,-29.287441349664476,-5.599418109880426
09:57:20.014767,0.83688974,4.7784667,8.5016985,-0.0021379655,0.0012216945,-1.5271181E-4,29.933143528135385,-29.22075821279764,-5.62196627187793
09:57:20.024861,0.85064846,4.7694936,8.526225,-0.0022906773,0.0036650836,0.0010689828,30.24421424859986,-29.10151677026756,-5.697458645226789
09:57:20.033765,0.82672024,4.7742796,8.549556,0.0015271181,0.0036650836,-1.5271181E-4,30.9927483401199,-29.06669305078425,-5.523184234119798
09:57:20.044972,0.8171489,4.7742796,8.544769,0.003970507,0.0012216945,-1.5271181E-4,31.295113984487195,-29.08279180665797,-5.462667904299838
09:57:20.055725,0.84107715,4.7599225,8.554341,0.0076355906,-0.0,0.0012216945,30.753087247427906,-28.976076931065688,-5.615368736026521
09:57:20.065080,0.8362915,4.7838507,8.554341,0.008857286,-0.00503949,-0.0,30.23693326694463,-29.099317449354814,-5.583620309217009
09:57:20.075343,0.80757767,4.7742796,8.520244,0.01007898,-0.013591352,-0.0036650836,30.530228420094147,-29.15475467975322,-5.414513363103956
09:57:20.085810,0.79860455,4.792824,8.477173,0.01007898,-0.014813046,-0.002443389,30.72853271736171,-29.374625299325103,-5.381749799429051
09:57:20.095300,0.7896315,4.816752,8.462217,0.011300675,-0.009926268,0.0012216945,31.149750483476396,-29.542169839665515,-5.33098143021517
09:57:20.106721,0.82313097,4.816752,8.45803,0.009926268,-0.0036650836,0.0061084726,30.723891603820686,-29.545035104022336,-5.558490762600063
09:57:20.117074,0.85184485,4.7976093,8.444271,0.008704574,0.0013744063,0.01099525,30.523575815842552,-29.47863200491147,-5.760421036543259
09:57:20.127425,0.8757731,4.78744,8.444869,0.0025961008,-0.0035123718,0.008399149,31.13293114264524,-29.41782966092002,-5.920680326360206
09:57:20.136947,0.8853444,4.78744,8.449655,-0.0022906773,-0.01099525,0.0047340663,30.964177658821736,-29.401228886142302,-5.981555241111591
09:57:20.145877,0.8662018,4.7976093,8.454441,-0.005955761,-0.01099525,0.0010689828,31.024119398977767,-29.445208474208016,-5.849841446270243
09:57:20.157047,0.8470592,4.8119664,8.477771,-0.0047340663,-0.007330167,0.0010689828,31.527579472888576,-29.457147644877196,-5.705789768466912
09:57:20.168159,0.8321041,4.8215375,8.496315,-0.0010689828,-0.0012216945,0.0047340663,30.63215191798366,-29.457048607134233,-5.593542012760099
09:57:20.175607,0.83688974,4.807181,8.5112705,0.0038177953,0.0025961008,0.009620844,30.37155629548558,-29.33995525909812,-5.615684205388811
09:57:20.186785,0.85124665,4.7976093,8.5112705,0.008704574,0.0062611843,0.012216945,30.359026313453192,-29.287151066624748,-5.7113905235863225
09:57:20.198190,0.8895318,4.7784667,8.492725,0.008704574,0.0062611843,0.01099525,30.24253402206404,-29.231068383349776,-5.979383240955528
09:57:20.207382,0.89431745,4.759324,8.493324,0.00503949,-0.0012216945,0.0071774554,30.452538433379836,-29.13003964024153,-6.010896453125497
09:57:20.219181,0.86081797,4.76411,8.468798,1.5271181E-4,-0.009773556,0.0022906773,29.79316904637973,-29.234206855273396,-5.803943428821404
09:57:20.227917,0.8380861,4.7826543,8.420342,-0.0047340663,-0.017103724,-0.0025961008,30.071495839963163,-29.474936872570495,-5.6839929272781085
09:57:20.238665,0.8428718,4.7970114,8.405986,-0.010842538,-0.014660334,-0.0027488125,30.83724542328622,-29.58872440904832,-5.725933703876572
